Segment,Category,Sub-Category,City,Order Date,Postal Code,Region,Ship Status,State,Profit,Sales,,
Consumer,Office Supplies,Artwork and Statues,Manchester,9-Jul-21,6040,Eastern,On Schedule,Connecticut,13,258,,
Corporate,Office Supplies,Folders,Manchester,20-Oct-20,6040,Eastern,On Schedule,Connecticut,-11,618,,
Consumer,Office Supplies,Label Maker Tape,Manchester,30-Apr-21,6040,Eastern,Late Delivery,Connecticut,10,11,,
Consumer,Technology,Phone and Fax,Manchester,9-Jul-21,6040,Eastern,On Schedule,Connecticut,6,26,,
Consumer,Office Supplies,Printing Paper,Manchester,9-Jul-21,6040,Eastern,On Schedule,Connecticut,8,420,,
Corporate,Office Supplies,Stationary Supplies,Manchester,20-Oct-20,6040,Eastern,On Schedule,Connecticut,-30,12,,
Corporate,Office Supplies,Storage and Archive,Manchester,20-Oct-20,6040,Eastern,On Schedule,Connecticut,-10,32,,
Consumer,Office Supplies,Storage and Archive,Manchester,28-May-19,6040,Eastern,On Schedule,Connecticut,7,177,,
Consumer,Office Supplies,Storage and Archive,Manchester,9-Jul-21,6040,Eastern,On Schedule,Connecticut,9,4,,
Consumer,Office Supplies,Storage and Archive,Manchester,28-May-19,6040,Eastern,On Schedule,Connecticut,3,7,,
Corporate,Office Furniture,Storage Cabinets,Manchester,20-Oct-20,6040,Eastern,On Schedule,Connecticut,-53,2002,,
Home Office,Office Furniture,Corner Desks,Norwich,31-May-19,6360,Eastern,Late Delivery,Connecticut,8,167,,
Consumer,Office Supplies,Folders,Norwich,8-Jun-21,6360,Eastern,On Schedule,Connecticut,14,48,,
Consumer,Office Supplies,Kitchen Appliances,Norwich,9-Apr-19,6360,Eastern,Early Delivery,Connecticut,8,1503,,
Corporate,Office Supplies,Printing Paper,Norwich,29-Mar-20,6360,Eastern,Late Delivery,Connecticut,11,26,,
Consumer,Office Supplies,Artwork and Statues,Meriden,21-Jun-18,6450,Eastern,Late Delivery,Connecticut,3,322,,
Consumer,Office Supplies,Artwork and Statues,Meriden,25-Sep-19,6450,Eastern,Early Delivery,Connecticut,18,8,,
Corporate,Office Supplies,Artwork and Statues,Meriden,5-Aug-18,6450,Eastern,Early Delivery,Connecticut,4,3347,,
Home Office,Office Supplies,Artwork and Statues,Meriden,2-Apr-21,6450,Eastern,Late Delivery,Connecticut,4,81,,
Corporate,Office Furniture,Computer Chairs,Meriden,5-Aug-18,6450,Eastern,Early Delivery,Connecticut,2,362,,
Consumer,Office Supplies,Folders,Meriden,25-Sep-19,6450,Eastern,Early Delivery,Connecticut,9,12,,
Corporate,Office Supplies,Kitchen Appliances,Meriden,5-Aug-18,6450,Eastern,Early Delivery,Connecticut,68,82,,
Consumer,Office Supplies,Printing Paper,Meriden,2-Sep-21,6450,Eastern,Late Delivery,Connecticut,1,54,,
Consumer,Office Supplies,Printing Paper,Meriden,2-Sep-21,6450,Eastern,Late Delivery,Connecticut,15,648,,
Consumer,Office Supplies,Printing Paper,Meriden,25-Sep-19,6450,Eastern,Early Delivery,Connecticut,8,20,,
Consumer,Office Supplies,Storage and Archive,Meriden,2-Sep-21,6450,Eastern,Late Delivery,Connecticut,2,222,,
Consumer,Technology,Cables and Connectors,Middletown,20-Mar-21,6457,Eastern,Early Delivery,Connecticut,23,18,,
Consumer,Office Furniture,Corner Desks,Middletown,4-May-18,6457,Eastern,On Schedule,Connecticut,9,2,,
Corporate,Office Furniture,Corner Desks,Middletown,23-Dec-21,6457,Eastern,Early Delivery,Connecticut,3,3060,,
Consumer,Office Supplies,Folders,Middletown,27-Feb-21,6457,Eastern,Late Delivery,Connecticut,2,2520,,
Corporate,Office Supplies,Folders,Middletown,2-Oct-19,6457,Eastern,Early Delivery,Connecticut,-2,328,,
Consumer,Office Supplies,Printing Paper,Middletown,27-Feb-21,6457,Eastern,Late Delivery,Connecticut,60,80,,
Consumer,Office Supplies,Printing Paper,Middletown,20-Mar-21,6457,Eastern,Early Delivery,Connecticut,8,14,,
Corporate,Office Supplies,Printing Paper,Middletown,2-Sep-20,6457,Eastern,Late Delivery,Connecticut,36,8,,
Consumer,Office Supplies,Storage and Archive,Middletown,15-May-20,6457,Eastern,Late Delivery,Connecticut,114,37,,
Consumer,Office Supplies,Artwork and Statues,Milford,20-Apr-20,6460,Eastern,On Schedule,Connecticut,6,58,,
Home Office,Technology,Cables and Connectors,Milford,8-Mar-20,6460,Eastern,Early Delivery,Connecticut,3,726,,
Corporate,Office Furniture,Corner Desks,Milford,29-Jun-21,6460,Eastern,Late Delivery,Connecticut,34,210,,
Consumer,Office Supplies,Printing Paper,Milford,20-Apr-20,6460,Eastern,On Schedule,Connecticut,6,5,,
Corporate,Office Supplies,Stationary Supplies,Milford,29-Jun-21,6460,Eastern,Late Delivery,Connecticut,5,11,,
Corporate,Office Furniture,Storage Cabinets,Milford,29-Jun-21,6460,Eastern,Late Delivery,Connecticut,2,9,,
Home Office,Technology,Cables and Connectors,Shelton,25-Nov-20,6484,Eastern,Late Delivery,Connecticut,8,6,,
Home Office,Office Supplies,Printing Paper,Shelton,25-Nov-20,6484,Eastern,Late Delivery,Connecticut,6,12,,
Consumer,Office Supplies,Artwork and Statues,Waterbury,19-Jan-21,6708,Eastern,On Schedule,Connecticut,80,18,,
Corporate,Office Supplies,Artwork and Statues,Waterbury,16-Jun-20,6708,Eastern,Early Delivery,Connecticut,-7,60,,
Home Office,Technology,Cables and Connectors,Waterbury,10-Apr-21,6708,Eastern,Early Delivery,Connecticut,6,25,,
Home Office,Technology,Cables and Connectors,Waterbury,15-Sep-21,6708,Eastern,On Schedule,Connecticut,11,2,,
Consumer,Office Furniture,Corner Desks,Waterbury,16-May-20,6708,Eastern,On Schedule,Connecticut,14,1114,,
Corporate,Office Supplies,Folders,Waterbury,16-Jun-20,6708,Eastern,Early Delivery,Connecticut,-17,1039,,
Consumer,Office Supplies,Label Maker Tape,Waterbury,16-May-20,6708,Eastern,On Schedule,Connecticut,6,142,,
Corporate,Technology,Phone and Fax,Waterbury,16-Jun-20,6708,Eastern,Early Delivery,Connecticut,7,240,,
Consumer,Office Supplies,Stationary Supplies,Waterbury,16-May-20,6708,Eastern,On Schedule,Connecticut,28,31,,
Home Office,Office Supplies,Storage and Archive,Waterbury,15-Sep-21,6708,Eastern,On Schedule,Connecticut,4,254,,
Home Office,Office Supplies,Storage and Archive,Waterbury,10-Apr-21,6708,Eastern,Early Delivery,Connecticut,6,195,,
Home Office,Office Furniture,Corner Desks,Danbury,23-Dec-21,6810,Eastern,Late Delivery,Connecticut,5,961,,
Consumer,Office Furniture,Computer Chairs,Fairfield,30-Nov-20,6824,Eastern,Late Delivery,Connecticut,24,19,,
Home Office,Office Furniture,Computer Chairs,Fairfield,1-Dec-21,6824,Eastern,Early Delivery,Connecticut,7,18,,
Consumer,Office Supplies,Envelopes,Fairfield,10-Dec-21,6824,Eastern,On Schedule,Connecticut,4,256,,
Consumer,Office Supplies,Folders,Fairfield,27-Nov-20,6824,Eastern,Early Delivery,Connecticut,-34,87,,
Consumer,Office Supplies,Folders,Fairfield,13-Mar-21,6824,Eastern,Late Delivery,Connecticut,24,300,,
Consumer,Office Supplies,Folders,Fairfield,15-Aug-18,6824,Eastern,Late Delivery,Connecticut,2,230,,
Consumer,Office Supplies,Folders,Fairfield,30-Nov-20,6824,Eastern,Late Delivery,Connecticut,2,218,,
Consumer,Office Supplies,Folders,Fairfield,14-Nov-18,6824,Eastern,Early Delivery,Connecticut,4,79,,
Consumer,Office Supplies,Kitchen Appliances,Fairfield,13-Mar-21,6824,Eastern,Late Delivery,Connecticut,3,28,,
Consumer,Office Supplies,Kitchen Appliances,Fairfield,10-Dec-21,6824,Eastern,On Schedule,Connecticut,13,32,,
Corporate,Office Supplies,Label Maker Tape,Fairfield,15-Oct-21,6824,Eastern,Late Delivery,Connecticut,22,1082,,
Consumer,Technology,Phone and Fax,Fairfield,14-Nov-18,6824,Eastern,Early Delivery,Connecticut,17,57,,
Corporate,Technology,Phone and Fax,Fairfield,15-Feb-21,6824,Eastern,Early Delivery,Connecticut,10,78,,
Consumer,Office Supplies,Printing Paper,Fairfield,13-Mar-21,6824,Eastern,Late Delivery,Connecticut,3,14,,
Home Office,Office Supplies,Printing Paper,Fairfield,1-Dec-21,6824,Eastern,Early Delivery,Connecticut,46,219,,
Consumer,Office Furniture,Standard Desks,Fairfield,15-Jan-20,6824,Eastern,On Schedule,Connecticut,4,27,,
Consumer,Office Supplies,Stationary Supplies,Fairfield,3-Nov-18,6824,Eastern,Early Delivery,Connecticut,16,10,,
Corporate,Office Supplies,Storage and Archive,Fairfield,15-Feb-21,6824,Eastern,Early Delivery,Connecticut,-6,45,,
Corporate,Office Supplies,Storage and Archive,Fairfield,28-Aug-19,6824,Eastern,Early Delivery,Connecticut,-45,289,,
Home Office,Technology,Cables and Connectors,Bayonne,25-Sep-19,7002,Eastern,On Schedule,New Jersey,97,5,,
Home Office,Office Supplies,Folders,Bayonne,25-Sep-19,7002,Eastern,On Schedule,New Jersey,9,15,,
Home Office,Technology,Phone and Fax,Bayonne,25-Sep-19,7002,Eastern,On Schedule,New Jersey,38,467,,
Consumer,Office Furniture,Corner Desks,Clifton,10-Sep-18,7011,Eastern,Late Delivery,New Jersey,9,15,,
Consumer,Office Supplies,Kitchen Appliances,Clifton,10-Sep-18,7011,Eastern,Late Delivery,New Jersey,35,6,,
Consumer,Office Supplies,Artwork and Statues,East Orange,26-Nov-20,7017,Eastern,Late Delivery,New Jersey,303,88,,
Consumer,Technology,Cables and Connectors,East Orange,25-Dec-21,7017,Eastern,Early Delivery,New Jersey,-256,178,,
Consumer,Office Supplies,Folders,East Orange,26-Nov-20,7017,Eastern,Late Delivery,New Jersey,265,16,,
Consumer,Office Supplies,Printing Paper,East Orange,26-Nov-20,7017,Eastern,Late Delivery,New Jersey,43,99,,
Consumer,Office Supplies,Printing Paper,East Orange,26-Nov-20,7017,Eastern,Late Delivery,New Jersey,540,136,,
Corporate,Technology,Cables and Connectors,Linden,7-Feb-18,7036,Eastern,Early Delivery,New Jersey,-80,3992,,
Consumer,Office Supplies,Artwork and Statues,Orange,14-Sep-21,7050,Eastern,On Schedule,New Jersey,17,276,,
Corporate,Office Supplies,Folders,Orange,3-Nov-18,7050,Eastern,Early Delivery,New Jersey,36,360,,
Home Office,Office Supplies,Folders,Orange,18-Sep-20,7050,Eastern,Late Delivery,New Jersey,504,44,,
Corporate,Office Supplies,Kitchen Appliances,Orange,1-Nov-18,7050,Eastern,Early Delivery,New Jersey,21,7,,
Consumer,Office Supplies,Label Maker Tape,Orange,29-Apr-21,7050,Eastern,Early Delivery,New Jersey,5,252,,
Home Office,Office Supplies,Stationary Supplies,Orange,18-Sep-20,7050,Eastern,Late Delivery,New Jersey,216,100,,
Consumer,Technology,Cables and Connectors,Passaic,21-May-20,7055,Eastern,Early Delivery,New Jersey,196,16,,
Consumer,Office Supplies,Envelopes,Passaic,21-May-20,7055,Eastern,Early Delivery,New Jersey,-27,291,,
Consumer,Office Supplies,Kitchen Appliances,Passaic,21-May-20,7055,Eastern,Early Delivery,New Jersey,110,54,,
Consumer,Technology,Phone and Fax,Passaic,21-May-20,7055,Eastern,Early Delivery,New Jersey,180,787,,
Consumer,Technology,Phone and Fax,Passaic,21-May-20,7055,Eastern,Early Delivery,New Jersey,16,100,,
Consumer,Office Furniture,Standard Desks,Passaic,21-May-20,7055,Eastern,Early Delivery,New Jersey,36,38,,
Consumer,Office Supplies,Artwork and Statues,Plainfield,2-Jul-18,7060,Eastern,Early Delivery,New Jersey,-9,83,,
Corporate,Office Supplies,Artwork and Statues,Plainfield,25-Jan-20,7060,Eastern,Late Delivery,New Jersey,42,21,,
Consumer,Office Supplies,Folders,Plainfield,11-Dec-21,7060,Eastern,On Schedule,New Jersey,-36,5,,
Consumer,Office Supplies,Folders,Plainfield,11-Dec-21,7060,Eastern,On Schedule,New Jersey,-2,5,,
Consumer,Office Supplies,Kitchen Appliances,Plainfield,15-Aug-21,7060,Eastern,On Schedule,New Jersey,108,960,,
Consumer,Office Supplies,Kitchen Appliances,Plainfield,11-Dec-21,7060,Eastern,On Schedule,New Jersey,40,14,,
Home Office,Office Supplies,Kitchen Appliances,Plainfield,8-Apr-21,7060,Eastern,On Schedule,New Jersey,35,8,,
Consumer,Technology,Phone and Fax,Plainfield,2-Jul-18,7060,Eastern,Early Delivery,New Jersey,-101,698,,
Corporate,Technology,Printers,Plainfield,24-Nov-20,7060,Eastern,Early Delivery,New Jersey,9,5,,
Home Office,Office Supplies,Printing Paper,Plainfield,21-Jul-21,7060,Eastern,Early Delivery,New Jersey,52,18,,
Corporate,Office Supplies,Printing Paper,Plainfield,25-Jan-20,7060,Eastern,Late Delivery,New Jersey,38,510,,
Corporate,Office Supplies,Storage and Archive,Plainfield,24-Nov-20,7060,Eastern,Early Delivery,New Jersey,64,31,,
Home Office,Office Supplies,Storage and Archive,Plainfield,8-Apr-21,7060,Eastern,On Schedule,New Jersey,13,72,,
Home Office,Office Supplies,Artwork and Statues,Westfield,15-Jan-20,7090,Eastern,Early Delivery,New Jersey,35,89,,
Home Office,Technology,Cables and Connectors,Westfield,15-Jan-20,7090,Eastern,Early Delivery,New Jersey,14,48,,
Corporate,Office Furniture,Corner Desks,Westfield,2-May-21,7090,Eastern,Early Delivery,New Jersey,56,8,,
Corporate,Office Furniture,Corner Desks,Westfield,26-Nov-20,7090,Eastern,Early Delivery,New Jersey,50,25,,
Home Office,Office Supplies,Envelopes,Westfield,15-Jan-20,7090,Eastern,Early Delivery,New Jersey,36,13,,
Home Office,Office Supplies,Storage and Archive,Westfield,6-Nov-21,7090,Eastern,Late Delivery,New Jersey,36,7,,
Consumer,Technology,Cables and Connectors,Belleville,20-Jun-21,7109,Eastern,Late Delivery,New Jersey,54,25,,
Consumer,Office Furniture,Computer Chairs,Belleville,16-Feb-20,7109,Eastern,Early Delivery,New Jersey,4,3,,
Corporate,Office Furniture,Corner Desks,Belleville,27-Oct-20,7109,Eastern,On Schedule,New Jersey,84,49,,
Corporate,Office Supplies,Folders,Belleville,27-Oct-20,7109,Eastern,On Schedule,New Jersey,85,4355,,
Consumer,Office Supplies,Label Maker Tape,Belleville,20-Jun-21,7109,Eastern,Late Delivery,New Jersey,52,389,,
Corporate,Office Supplies,Printing Paper,Belleville,27-Oct-20,7109,Eastern,On Schedule,New Jersey,3,8,,
Corporate,Office Supplies,Printing Paper,Belleville,27-Oct-20,7109,Eastern,On Schedule,New Jersey,49,17,,
Consumer,Office Supplies,Printing Paper,Belleville,6-Oct-21,7109,Eastern,Early Delivery,New Jersey,36,34,,
Consumer,Office Supplies,Printing Paper,Belleville,6-Oct-21,7109,Eastern,Early Delivery,New Jersey,-32,36,,
Corporate,Office Supplies,Storage and Archive,Belleville,27-Oct-20,7109,Eastern,On Schedule,New Jersey,96,648,,
Consumer,Office Furniture,Computer Chairs,Paterson,27-Jun-20,7501,Eastern,Early Delivery,New Jersey,11,21,,
Consumer,Office Furniture,Computer Chairs,Paterson,4-Dec-21,7501,Eastern,On Schedule,New Jersey,18,21,,
Consumer,Office Furniture,Computer Chairs,Paterson,4-Dec-21,7501,Eastern,On Schedule,New Jersey,72,489,,
Consumer,Office Furniture,Corner Desks,Paterson,4-Dec-21,7501,Eastern,On Schedule,New Jersey,89,6,,
Corporate,Office Furniture,Corner Desks,Paterson,31-May-19,7501,Eastern,Early Delivery,New Jersey,64,47,,
Home Office,Office Furniture,Corner Desks,Paterson,11-Sep-19,7501,Eastern,Late Delivery,New Jersey,-6,212,,
Corporate,Office Supplies,Envelopes,Paterson,11-Dec-21,7501,Eastern,Late Delivery,New Jersey,328,23,,
Consumer,Office Supplies,Folders,Paterson,27-Jun-20,7501,Eastern,Early Delivery,New Jersey,233,7,,
Home Office,Office Supplies,Folders,Paterson,11-Sep-19,7501,Eastern,Late Delivery,New Jersey,130,105,,
Consumer,Office Supplies,Kitchen Appliances,Paterson,27-Jun-20,7501,Eastern,Early Delivery,New Jersey,31,1044,,
Consumer,Office Supplies,Kitchen Appliances,Paterson,27-Jun-20,7501,Eastern,Early Delivery,New Jersey,1,26,,
Home Office,Office Supplies,Kitchen Appliances,Paterson,11-Sep-19,7501,Eastern,Late Delivery,New Jersey,225,53,,
Home Office,Office Supplies,Label Maker Tape,Paterson,11-Sep-19,7501,Eastern,Late Delivery,New Jersey,945,8,,
Consumer,Technology,Phone and Fax,Paterson,21-Dec-21,7501,Eastern,Late Delivery,New Jersey,8,1024,,
Consumer,Office Supplies,Printing Paper,Paterson,27-Jun-20,7501,Eastern,Early Delivery,New Jersey,171,9,,
Consumer,Office Supplies,Printing Paper,Paterson,21-Dec-21,7501,Eastern,Late Delivery,New Jersey,-7,479,,
Corporate,Office Supplies,Printing Paper,Paterson,31-May-19,7501,Eastern,Early Delivery,New Jersey,38,99,,
Home Office,Office Supplies,Printing Paper,Paterson,11-Sep-19,7501,Eastern,Late Delivery,New Jersey,11,1488,,
Consumer,Office Supplies,Stationary Supplies,Paterson,21-Dec-21,7501,Eastern,Late Delivery,New Jersey,4,9,,
Corporate,Office Supplies,Storage and Archive,Paterson,31-May-19,7501,Eastern,Early Delivery,New Jersey,58,24,,
Corporate,Office Furniture,Computer Chairs,Hackensack,11-Jul-18,7601,Eastern,Early Delivery,New Jersey,2800,12,,
Corporate,Office Furniture,Corner Desks,Hackensack,27-Sep-18,7601,Eastern,On Schedule,New Jersey,90,51,,
Corporate,Office Furniture,Corner Desks,Hackensack,11-Jul-18,7601,Eastern,Early Delivery,New Jersey,7,50,,
Corporate,Office Supplies,Label Maker Tape,Hackensack,11-Jul-18,7601,Eastern,Early Delivery,New Jersey,131,42,,
Corporate,Technology,Phone and Fax,Hackensack,11-Jul-18,7601,Eastern,Early Delivery,New Jersey,42,375,,
Corporate,Office Supplies,Printing Paper,Hackensack,11-Jul-18,7601,Eastern,Early Delivery,New Jersey,24,84,,
Consumer,Office Supplies,Artwork and Statues,Morristown,23-Nov-19,7960,Eastern,Late Delivery,New Jersey,1,482,,
Corporate,Office Furniture,Corner Desks,Morristown,14-Apr-21,7960,Eastern,Early Delivery,New Jersey,90,3,,
Consumer,Office Supplies,Envelopes,Morristown,22-Jan-20,7960,Eastern,On Schedule,New Jersey,14,3,,
Corporate,Office Supplies,Folders,Morristown,17-Dec-20,7960,Eastern,On Schedule,New Jersey,90,23,,
Consumer,Office Supplies,Kitchen Appliances,Morristown,23-Nov-19,7960,Eastern,Late Delivery,New Jersey,1,40,,
Consumer,Technology,Printers,Morristown,17-Sep-21,7960,Eastern,On Schedule,New Jersey,630,246,,
Consumer,Office Supplies,Storage and Archive,Morristown,17-Sep-21,7960,Eastern,On Schedule,New Jersey,-9,1800,,
Corporate,Office Supplies,Kitchen Appliances,Bridgeton,28-Oct-20,8302,Eastern,Early Delivery,New Jersey,13,12,,
Corporate,Office Supplies,Storage and Archive,Bridgeton,28-Oct-20,8302,Eastern,Early Delivery,New Jersey,29,76,,
Corporate,Office Supplies,Artwork and Statues,Vineland,6-Jul-19,8360,Eastern,On Schedule,New Jersey,33,50,,
Consumer,Technology,Cables and Connectors,Vineland,12-May-21,8360,Eastern,Early Delivery,New Jersey,-61,13,,
Corporate,Office Furniture,Computer Chairs,Vineland,25-Dec-20,8360,Eastern,Late Delivery,New Jersey,59,70,,
Consumer,Office Furniture,Corner Desks,Vineland,12-May-21,8360,Eastern,Early Delivery,New Jersey,6,36,,
Corporate,Office Supplies,Kitchen Appliances,Vineland,25-Dec-20,8360,Eastern,Late Delivery,New Jersey,9,2396,,
Consumer,Office Supplies,Label Maker Tape,Vineland,12-May-21,8360,Eastern,Early Delivery,New Jersey,14,131,,
Consumer,Office Furniture,Standard Desks,Vineland,10-Mar-20,8360,Eastern,Early Delivery,New Jersey,29,58,,
Consumer,Office Supplies,Stationary Supplies,Vineland,12-May-21,8360,Eastern,Early Delivery,New Jersey,134,10,,
Corporate,Office Supplies,Envelopes,Atlantic City,31-Jan-20,8401,Eastern,Late Delivery,New Jersey,11,39,,
Home Office,Office Supplies,Artwork and Statues,Lakewood,1-Jun-18,8701,Eastern,Early Delivery,New Jersey,51,36,,
Consumer,Office Supplies,Artwork and Statues,Lakewood,21-Jun-18,8701,Eastern,Early Delivery,New Jersey,-5,180,,
Corporate,Office Supplies,Artwork and Statues,Lakewood,19-Mar-21,8701,Eastern,On Schedule,New Jersey,1,1200,,
Consumer,Technology,Cables and Connectors,Lakewood,12-Oct-21,8701,Eastern,Early Delivery,New Jersey,115,27,,
Corporate,Technology,Cables and Connectors,Lakewood,2-Oct-19,8701,Eastern,On Schedule,New Jersey,17,1004,,
Corporate,Office Furniture,Computer Chairs,Lakewood,13-Oct-18,8701,Eastern,Late Delivery,New Jersey,8,10,,
Corporate,Office Furniture,Computer Chairs,Lakewood,15-Sep-21,8701,Eastern,Early Delivery,New Jersey,7,28,,
Consumer,Office Furniture,Corner Desks,Lakewood,12-Oct-21,8701,Eastern,Early Delivery,New Jersey,89,56,,
Corporate,Office Furniture,Corner Desks,Lakewood,15-Apr-20,8701,Eastern,Early Delivery,New Jersey,48,1337,,
Corporate,Office Furniture,Corner Desks,Lakewood,15-Sep-21,8701,Eastern,Early Delivery,New Jersey,22,114,,
